employee_id,survey_month,support_feeling,job_satisfaction,exhaustion_feeling,work_mood,feedback_text,department,location,job_title,worker_type,tenure_months
963,2024-11,Rarely supported,Dissatisfied,Always,Very unhappy,Transportation issues. Weather challenges. Heavy workload.,Pack House Operations,Citrusdal Pack House,Quality Inspector,Seasonal,1
965,2024-11,Often supported,Satisfied,Sometimes,Happy,Safety is prioritized. Clear instructions. Good team. Weather challenges.,Administration,Dullstroom,Admin Clerk,Permanent,181
966,2024-11,Sometimes supported,Neutral,Sometimes,Unhappy,Fair pay. Safety is prioritized. Inadequate breaks. Poor communication.,Citrus Production,Citrusdal,Tractor Driver,Permanent,112
967,2024-11,Often supported,Satisfied,Rarely,Neutral,Good communication. Supportive supervisors. Safety is prioritized.,Pack House Operations,Citrusdal Pack House,Packer,Contract,26
969,2024-11,Sometimes supported,Neutral,Rarely,Neutral,Safety is prioritized. Fair pay. Transportation issues. Poor equipment.,Logistics,Citrusdal,Logistics Supervisor,Permanent,10
971,2024-11,Often supported,Satisfied,Rarely,Happy,Fair pay. Supportive supervisors. Proper equipment provided.,Administration,Graaff-Reinet,Data Entry Clerk,Permanent,173
972,2024-11,Sometimes supported,Neutral,Sometimes,Happy,Fair management. Fair pay. Heavy workload. Transportation issues.,Pack House Operations,Citrusdal Pack House,Quality Inspector,Permanent,3
974,2024-11,Rarely supported,Dissatisfied,Often,Neutral,Too much overtime. Poor communication. Safety concerns.,Pack House Operations,Ceres,Machine Operator,Seasonal,2
975,2024-11,Often supported,Satisfied,Sometimes,Happy,Opportunities to learn. Fair management. Safety is prioritized. Transportation issues.,Cattle Farming,Dullstroom,Animal Care Specialist,Permanent,69
976,2024-11,Rarely supported,Dissatisfied,Sometimes,Very unhappy,Weather challenges. Poor equipment. Inadequate breaks.,Pack House Operations,Ceres,Logistics Coordinator,Permanent,119
977,2024-11,Sometimes supported,Neutral,Rarely,Neutral,Good working environment. Good communication. Weather challenges. Safety concerns.,Pack House Operations,Ceres,Machine Operator,Permanent,56
978,2024-11,Often supported,Satisfied,Rarely,Happy,Good communication. Fair management. Safety is prioritized.,Logistics,Upington,Dispatcher,Permanent,159
981,2024-11,Not at all supported,Very dissatisfied,Always,Very unhappy,Too much overtime. Poor equipment. Inadequate breaks. Good communication.,Maize Production,Graaff-Reinet,Farm Worker,Seasonal,2
985,2024-11,Often supported,Satisfied,Rarely,Very happy,Supportive supervisors. Good team. Good working environment.,Administration,Ceres Pack House,Office Manager,Permanent,156
997,2024-11,Sometimes supported,Neutral,Sometimes,Unhappy,Fair pay. Proper equipment provided. Safety concerns. Weather challenges.,Citrus Production,Ceres,Harvester,Permanent,139
2,2024-10,Sometimes supported,Neutral,Often,Unhappy,Proper equipment provided. Regular breaks. Long hours. Safety concerns.,Management,Citrusdal Pack House,Operations Manager,Permanent,121
4,2024-10,Often supported,Satisfied,Rarely,Neutral,Proper equipment provided. Supportive supervisors. Fair management.,Management,Ceres Pack House,Operations Manager,Permanent,64
5,2024-10,Sometimes supported,Neutral,Rarely,Neutral,Fair management. Opportunities to learn. Inadequate breaks. Low wages.,Management,Ceres Pack House,Finance Manager,Permanent,173
6,2024-10,Often supported,Satisfied,Never,Happy,Supportive supervisors. Fair pay. Respectful treatment.,Management,Dullstroom,HR Manager,Permanent,186
7,2024-10,Sometimes supported,Neutral,Often,Neutral,Respectful treatment. Fair pay. Safety concerns. Long hours.,Management,Ceres Pack House,Production Manager,Permanent,68
8,2024-10,Often supported,Satisfied,Rarely,Happy,Clear instructions. Respectful treatment. Safety is prioritized.,Management,Citrusdal,Production Manager,Permanent,116
10,2024-10,Sometimes supported,Neutral,Rarely,Happy,Supportive supervisors. Good working environment. Poor equipment. Heavy workload.,Management,Dullstroom,HR Manager,Permanent,166
11,2024-10,Sometimes supported,Neutral,Sometimes,Neutral,Fair management. Good working environment. Too much overtime. Housing problems.,Management,Citrusdal Pack House,Production Manager,Permanent,21
12,2024-10,Sometimes supported,Neutral,Sometimes,Happy,Opportunities to learn. Proper equipment provided. Safety concerns. Long hours.,Management,Dullstroom,General Manager,Permanent,187
14,2024-10,Sometimes supported,Neutral,Sometimes,Unhappy,Clear instructions. Safety is prioritized. Housing problems. Long hours.,Management,Ceres Pack House,General Manager,Permanent,100
15,2024-10,Sometimes supported,Neutral,Rarely,Neutral,Clear instructions. Fair management. Heavy workload. Housing problems.,Management,Citrusdal,Operations Manager,Permanent,139
16,2024-10,Often supported,Satisfied,Rarely,Neutral,Fair management. Good working environment. Regular breaks.,Management,Upington,HR Manager,Permanent,133
18,2024-10,Sometimes supported,Neutral,Often,Happy,Clear instructions. Safety is prioritized. Transportation issues. Too much overtime.,Management,Graaff-Reinet,Production Manager,Permanent,146
19,2024-10,Sometimes supported,Neutral,Sometimes,Happy,Fair pay. Good working environment. Inadequate breaks. Long hours.,Management,Citrusdal,Operations Manager,Permanent,60
20,2024-10,Often supported,Satisfied,Rarely,Neutral,Clear instructions. Fair pay. Fair management.,Management,Upington,Operations Manager,Permanent,175
21,2024-10,Sometimes supported,Neutral,Often,Unhappy,Clear instructions. Good working environment. Safety concerns. Heavy workload.,Management,Citrusdal,Production Manager,Permanent,164
22,2024-10,Sometimes supported,Neutral,Always,Happy,Supportive supervisors. Clear instructions. Weather challenges. Unfair treatment.,Management,Graaff-Reinet,Finance Manager,Permanent,55
23,2024-10,Often supported,Satisfied,Sometimes,Neutral,Good working environment. Good team. Regular breaks.,Management,Citrusdal Pack House,General Manager,Permanent,163
24,2024-10,Often supported,Satisfied,Never,Happy,Opportunities to learn. Good team. Clear instructions.,Management,Dullstroom,HR Manager,Permanent,153
25,2024-10,Sometimes supported,Neutral,Sometimes,Unhappy,Proper equipment provided. Fair pay. Long hours. Unfair treatment.,Management,Upington,Finance Manager,Permanent,132
27,2024-10,Sometimes supported,Neutral,Sometimes,Unhappy,Clear instructions. Good working environment. Long hours. Inadequate breaks.,Management,Graaff-Reinet,General Manager,Permanent,151
28,2024-10,Sometimes supported,Neutral,Often,Happy,Safety is prioritized. Fair management. Too much overtime. Long hours.,Management,Citrusdal,General Manager,Permanent,130
30,2024-10,Often supported,Satisfied,Rarely,Happy,Safety is prioritized. Good communication. Fair management.,Management,Ceres Pack House,Farm Manager,Permanent,150
31,2024-10,Sometimes supported,Neutral,Rarely,Unhappy,Proper equipment provided. Fair management. Poor equipment. Housing problems.,Management,Citrusdal,Farm Manager,Permanent,88
32,2024-10,Often supported,Satisfied,Rarely,Neutral,Proper equipment provided. Good communication. Clear instructions. Safety concerns.,Management,Ceres Pack House,Finance Manager,Permanent,134
33,2024-10,Sometimes supported,Neutral,Rarely,Unhappy,Fair pay. Respectful treatment. Unfair treatment. Housing problems.,Management,Graaff-Reinet,General Manager,Permanent,25
34,2024-10,Often supported,Satisfied,Sometimes,Neutral,Supportive supervisors. Fair pay. Good communication. Poor equipment.,Management,Ceres Pack House,Farm Manager,Permanent,84
35,2024-10,Often supported,Satisfied,Sometimes,Happy,Clear instructions. Good working environment. Respectful treatment.,Management,Graaff-Reinet,Farm Manager,Permanent,63
36,2024-10,Sometimes supported,Neutral,Sometimes,Unhappy,Regular breaks. Fair management. Unfair treatment. Heavy workload.,Management,Dullstroom,Operations Manager,Permanent,41
37,2024-10,Often supported,Satisfied,Rarely,Happy,Respectful treatment. Opportunities to learn. Clear instructions.,Management,Ceres,Production Manager,Permanent,122
38,2024-10,Rarely supported,Dissatisfied,Often,Unhappy,Heavy workload. Weather challenges. Transportation issues.,Management,Ceres Pack House,HR Manager,Permanent,141
40,2024-10,Sometimes supported,Neutral,Rarely,Happy,Supportive supervisors. Safety is prioritized. Safety concerns. Transportation issues.,Management,Ceres,Farm Manager,Permanent,25
41,2024-10,Often supported,Satisfied,Rarely,Unhappy,Good team. Supportive supervisors. Fair management.,Management,Upington,HR Manager,Permanent,163
42,2024-10,Sometimes supported,Neutral,Sometimes,Happy,Respectful treatment. Proper equipment provided. Unfair treatment. Long hours.,Management,Graaff-Reinet,HR Manager,Permanent,174
43,2024-10,Sometimes supported,Neutral,Sometimes,Neutral,Clear instructions. Opportunities to learn. Unfair treatment. Low wages.,Management,Citrusdal Pack House,Operations Manager,Permanent,86
44,2024-10,Sometimes supported,Neutral,Sometimes,Neutral,Respectful treatment. Opportunities to learn. Inadequate breaks. Weather challenges.,Management,Dullstroom,General Manager,Permanent,137
45,2024-10,Sometimes supported,Neutral,Sometimes,Happy,Fair pay. Opportunities to learn. Weather challenges. Low wages.,Management,Ceres,HR Manager,Permanent,42
46,2024-10,Sometimes supported,Neutral,Rarely,Neutral,Proper equipment provided. Safety is prioritized. Long hours. Low wages.,Management,Upington,Finance Manager,Permanent,84
47,2024-10,Sometimes supported,Neutral,Rarely,Neutral,Safety is prioritized. Fair management. Weather challenges. Housing problems.,Management,Graaff-Reinet,Production Manager,Permanent,140
48,2024-10,Often supported,Satisfied,Rarely,Happy,Supportive supervisors. Respectful treatment. Good working environment.,Management,Ceres,HR Manager,Permanent,82
49,2024-10,Sometimes supported,Neutral,Rarely,Happy,Fair management. Fair pay. Inadequate breaks. Weather challenges.,Management,Upington,General Manager,Permanent,136
50,2024-10,Sometimes supported,Neutral,Sometimes,Happy,Clear instructions. Supportive supervisors. Safety concerns. Heavy workload.,Management,Citrusdal,Operations Manager,Permanent,141
54,2024-10,Sometimes supported,Neutral,Never,Neutral,Clear instructions. Safety is prioritized. Weather challenges. Heavy workload.,Logistics,Upington,Logistics Supervisor,Permanent,13
56,2024-10,Sometimes supported,Neutral,Rarely,Neutral,Fair pay. Supportive supervisors. Inadequate breaks. Poor equipment.,Cattle Farming,Dullstroom,Cattle Herder,Permanent,140
59,2024-10,Rarely supported,Dissatisfied,Rarely,Neutral,Long hours. Poor communication. Too much overtime.,Pack House Operations,Citrusdal Pack House,Machine Operator,Permanent,92
61,2024-10,Sometimes supported,Neutral,Sometimes,Neutral,Fair management. Supportive supervisors. Housing problems. Transportation issues.,Pack House Operations,Ceres Pack House,Logistics Coordinator,Permanent,152
65,2024-10,Sometimes supported,Neutral,Rarely,Neutral,Fair management. Regular breaks. Inadequate breaks. Too much overtime.,Pack House Operations,Citrusdal Pack House,Machine Operator,Permanent,118
68,2024-10,Sometimes supported,Neutral,Sometimes,Neutral,Regular breaks. Good working environment. Too much overtime. Poor communication.,Grape Production,Upington,Vineyard Worker,Permanent,81
78,2024-10,Sometimes supported,Neutral,Sometimes,Neutral,Fair management. Good team. Safety concerns. Heavy workload.,Citrus Production,Ceres,Tractor Driver,Permanent,64
79,2024-10,Sometimes supported,Neutral,Rarely,Happy,Clear instructions. Respectful treatment. Inadequate breaks. Transportation issues.,Citrus Production,Citrusdal,Irrigation Specialist,Permanent,47
80,2024-10,Often supported,Satisfied,Rarely,Neutral,Regular breaks. Supportive supervisors. Opportunities to learn. Weather challenges.,Administration,Dullstroom,Data Entry Clerk,Seasonal,1
84,2024-10,Often supported,Satisfied,Rarely,Neutral,Respectful treatment. Clear instructions. Good working environment.,Logistics,Graaff-Reinet,Logistics Supervisor,Permanent,116
86,2024-10,Often supported,Satisfied,Never,Neutral,Regular breaks. Respectful treatment. Proper equipment provided. Low wages.,Administration,Ceres Pack House,Data Entry Clerk,Permanent,119
87,2024-10,Sometimes supported,Neutral,Rarely,Neutral,Clear instructions. Safety is prioritized. Housing problems. Heavy workload.,Citrus Production,Ceres,Irrigation Specialist,Permanent,54
88,2024-10,Sometimes supported,Neutral,Often,Neutral,Proper equipment provided. Respectful treatment. Poor communication. Poor equipment.,Logistics,Ceres,Forklift Operator,Permanent,121
89,2024-10,Sometimes supported,Neutral,Sometimes,Happy,Good communication. Clear instructions. Poor equipment. Poor communication.,Administration,Citrusdal,Office Manager,Permanent,57
91,2024-10,Often supported,Satisfied,Sometimes,Neutral,Clear instructions. Proper equipment provided. Respectful treatment.,Logistics,Ceres Pack House,Warehouse Worker,Permanent,30
92,2024-10,Often supported,Satisfied,Rarely,Neutral,Fair management. Opportunities to learn. Good communication. Housing problems.,Cattle Farming,Dullstroom,Farm Hand,Permanent,21
93,2024-10,Sometimes supported,Neutral,Sometimes,Happy,Supportive supervisors. Safety is prioritized. Too much overtime. Unfair treatment.,Grape Production,Upington,Vineyard Supervisor,Permanent,168
96,2024-10,Sometimes supported,Neutral,Rarely,Neutral,Clear instructions. Supportive supervisors. Weather challenges. Poor equipment.,Maize Production,Graaff-Reinet,Crop Specialist,Contract,43
97,2024-10,Sometimes supported,Neutral,Sometimes,Neutral,Clear instructions. Good communication. Housing problems. Weather challenges.,Logistics,Ceres Pack House,Driver,Permanent,93
99,2024-10,Often supported,Satisfied,Sometimes,Happy,Good team. Regular breaks. Fair pay.,Maintenance,Upington,Mechanic,Permanent,56
101,2024-10,Rarely supported,Dissatisfied,Sometimes,Unhappy,Transportation issues. Poor equipment. Too much overtime.,Maize Production,Graaff-Reinet,Farm Worker,Permanent,54
106,2024-10,Rarely supported,Dissatisfied,Often,Unhappy,Too much overtime. Weather challenges. Long hours. Proper equipment provided.,Logistics,Upington,Warehouse Worker,Permanent,158
108,2024-10,Often supported,Satisfied,Rarely,Happy,Supportive supervisors. Regular breaks. Opportunities to learn. Low wages.,Logistics,Ceres,Driver,Permanent,183
111,2024-10,Sometimes supported,Neutral,Often,Neutral,Good working environment. Good team. Safety concerns. Transportation issues.,Logistics,Citrusdal Pack House,Forklift Operator,Permanent,9
112,2024-10,Sometimes supported,Neutral,Rarely,Happy,Fair management. Proper equipment provided. Transportation issues. Safety concerns.,Administration,Graaff-Reinet,HR Assistant,Permanent,119
114,2024-10,Often supported,Satisfied,Rarely,Happy,Fair pay. Opportunities to learn. Regular breaks.,Maintenance,Dullstroom,Equipment Technician,Permanent,36
117,2024-10,Sometimes supported,Neutral,Often,Happy,Clear instructions. Fair management. Too much overtime. Heavy workload.,Pack House Operations,Ceres Pack House,Logistics Coordinator,Permanent,67
119,2024-10,Rarely supported,Dissatisfied,Often,Unhappy,Poor communication. Safety concerns. Too much overtime.,Maintenance,Citrusdal Pack House,Mechanic,Contract,43
